Generation,Environment,# Organisms Mutated,B/D Ratio,Fitness,SEED:1767392387512537726,CMD:./implicit-genome-simulator-go --loci 500 --plotfile results/loci/plots/loci-500.png --datafile results/loci/data/loci-500.tsv
1,1,236,0.787879,1.945944
2,1,479,0.939271,1.944985
3,1,1008,0.866667,1.946677
4,1,1872,0.954071,1.947613
5,1,3514,0.827353,1.948085
6,1,6722,0.871381,1.948604
7,1,12952,0.856918,1.949492
8,1,19231,0.901048,1.949193
9,1,18864,0.898360,1.949150
10,1,19651,0.903060,1.949151
11,1,19163,0.889656,1.949431
12,1,19051,0.889793,1.950101
13,1,19050,0.883714,1.950180
14,1,19593,0.882856,1.951064
15,1,19266,0.903567,1.951301
16,1,19359,0.888130,1.951833
17,1,19174,0.873742,1.951994
18,1,19647,0.892592,1.952144
19,1,19051,0.888294,1.951717
20,1,19149,0.866920,1.952195
21,1,19455,0.856570,1.953484
22,1,19593,0.895608,1.953213
23,1,19534,0.896873,1.952910
24,1,19110,0.887594,1.952964
25,1,19549,0.885149,1.952821
26,1,18774,0.865276,1.952780
27,1,20022,0.889224,1.953355
28,1,19376,0.862540,1.954058
29,1,19482,0.879595,1.954522
30,1,19780,0.866742,1.955079
31,1,19542,0.880666,1.955684
32,1,19781,0.891652,1.956033
33,1,19471,0.878896,1.956339
34,1,19595,0.889585,1.956665
35,1,19211,0.879746,1.956766
36,1,19581,0.879535,1.956063
37,1,19286,0.885239,1.955796
38,1,19884,0.889216,1.956880
39,1,19242,0.884254,1.956904
40,1,19341,0.868696,1.957281
41,1,19087,0.880863,1.957839
42,1,19494,0.886760,1.958638
43,1,18812,0.927854,1.958946
44,1,19759,0.879304,1.959213
45,1,19431,0.861564,1.959783
46,1,19280,0.875122,1.959978
47,1,19293,0.875292,1.959428
48,1,19676,0.857278,1.959151
49,1,19351,0.887534,1.958245
50,1,19353,0.876746,1.958755
51,1,20057,0.891634,1.958757
52,1,19683,0.875643,1.959922
53,1,19393,0.872996,1.960473
54,1,19520,0.870628,1.960557
55,1,19161,0.864636,1.961467
56,1,19585,0.856046,1.961394
57,1,19413,0.876559,1.961917
58,1,19322,0.880121,1.961973
59,1,19635,0.879847,1.961911
60,1,19548,0.868298,1.962287
61,1,19487,0.861045,1.962364
62,1,19634,0.877774,1.962157
63,1,19282,0.848883,1.962600
64,1,19638,0.894097,1.962873
65,1,19369,0.862046,1.962235
66,1,19624,0.868063,1.962170
67,1,19531,0.886142,1.962385
68,1,19696,0.882983,1.962687
69,1,19568,0.877026,1.962798
70,1,19181,0.872048,1.963133
71,1,19388,0.903771,1.963335
72,1,19898,0.901204,1.963725
73,1,19234,0.887907,1.964064
74,1,19968,0.893778,1.964292
75,1,19812,0.890819,1.964093
76,1,19317,0.889193,1.963866
77,1,19740,0.908537,1.963648
78,1,19985,0.892340,1.963779
79,1,19332,0.883660,1.963594
80,1,20145,0.887473,1.963516
81,1,19558,0.882931,1.963464
82,1,19340,0.888487,1.964958
83,1,19512,0.863610,1.964832
84,1,19027,0.878097,1.965520
